id,name,rate,1800,1870,1878,1880,1885,1886,1888,1889,1890,1891,1892,1893,1894,1895,1896,1898,1899,1900,1901,1902,1903,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
6073,San Diego,5702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36739265.13,203529640.8,55653595.72,373798249.6,16815920.83,44407788.5,2335107.987,139969798.3,1387305.175,135352495.2,7184200.215,61386277.4,4434825.803,18192752.03,62944174.33,73988004.55,85120887.59,36336319.73,636602708.3,285914053.2,9354356.791,15527990.64,2781528.988,23426362.78,66019617.22,42402071.93,10336210.07,15477297.35,99586425.01,80709053.96,131983385.9,42530927.96,194115242.2,470317512.9,525315652.7,194361798.8,20415147.87,180774291.2,60943742.41,184789299.8,562355089.5,20176065.57,36572848.04,159254169.6,48811440.36,73926027.82,352828093.6,37242635.57,145138152.5,26324955.37,5117552.563,71498556.96,38968893.47,4558433.75,18548330.66,11472191.11,25875051.24,207321913.5,96001785.27,152257956.3,1047296565,12829746.02,45849255.31,52262022.91,35936065.69,201959757.8,49737259.16,2528965.504,67407307.89,199113369.2,115286298.9,107473273.2,76959417.53,30191901.84,74293804.6,127973731.6,34482969.85,123066761.4,20046925,147457730.8,48970558.76,10056504.93,42053869.83,156229438.2,76775273.05,181450559.7,189939947.2,30574521.22,9004589.528,112421961.4,53307186.53,63182492.95,393298523.9,655914774.3,56534462.81,27361700.62,96457633.64,1795613752,4350359.925,1155170.816,12451633.44,14941461.55,169217230.9,69200202.41,113683481.3,1387494.978,48870578.11,40089209.34,2695395.217,0,0,0
6019,Fresno,5294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4871850.837,0,0,0,0,0,0,0,0,3198617.106,10209991.09,28834502.76,0,1770088.783,0,22800263.47,58725408.6,16099758.91,1827882.508,874275.5517,57016610.19,15602674.58,1319097.006,34803662,19909833.22,100107884,52980484.52,193141947.9,53316334.53,13031757.93,115540279.3,52384690.1,2156211.239,27561104.8,2364936.855,13958943.35,9560034.45,0,85228924.43,597690.8568,206762.7322,5006578.533,10414262.22,7636021.25,8512865.625,0,21401332.1,59091997.06,1082882.978,147521463,53661340.71,2575105.53,21728468.33,1357076.815,105596088,893966.3799,10197960.62,10935637.53,2308929.793,939503.7553,162379888.6,34277940.39,15031407.15,5029784.722,0,36097277.04,34863318.11,20192771.32,38379202.25,12183189.26,2020005.82,6374037.689,30798524.04,39421080.26,11143025.63,15253100.4,564319.1039,359307.3672,369248847.6,72209542.17,24587262.05,40701061.35,59416395.99,22984286.87,92110236.13,78098163.57,59859195.53,76162317.03,120097395,35187253.71,940258.4763,14801707.15,25897740.38,44583243.32,10750885.53,80924637.64,28784430.46,6432957.088,17035402.73,7000236.969,36152408.35,14122366.38,3157112.949,6975677.003,90248663.3,77215862.38,3910006.449,69111114.74,1050701.265,49324056.42,4979340.165,6618590.298,126980762.2,2096707.812,804426757.5,51927645.1,242194194.4,0,0,0,0
42071,Lancaster,4009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6107,Tulare,3952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17428602,2509952.31,7297153.436,0,3166702.04,485085.3548,3011386.057,25386647.12,6585094.04,3900168.936,0,13432939.47,8955619.492,4464572.701,75142148.8,6144374.61,247090815.4,1764930.193,201223299.1,8005212.437,6457027.369,9517407.172,6603510.779,3097990.329,29835716.21,901256.7789,0,0,1595717.772,16956877.03,23183382.95,159727.9496,105110846.6,0,631523.7032,12311290.52,1641271.102,4871671.212,359427.6068,17069098.69,37178656.77,3754862.626,2935008.509,1268936.081,77785108.75,325433.4153,1994028.17,9044127.506,29709895.32,50724131.67,36251256.67,10235128.4,343915.8069,6942554.283,4506539.074,0,3068541.011,12525678.91,17914337.67,11679579.86,4389739.098,1578898.057,4128758.471,12997190.01,31025028.54,136215731.2,338496.4611,99029254.43,1071586.589,38820413.14,34680252.71,10080735.53,13927435.98,20453927.34,54117046.87,24469753.31,8592477.781,44640602.01,34625619.67,4771379.067,94545597.85,17557959.24,7359285.974,13660077,6217590.267,16408154.91,93801893.9,25219633.85,283575.9648,4707790.003,430360732.7,6078605.607,807206521.9,140021600.9,33339407.92,28449586.47,65831441.68,45341013.47,95035749,37854794.42,81255866.02,129351146.9,10482976.86,12806876.17,7832569.646,47826101.09,70603221.5,223808946.1,32275344.96,0,0,0
6099,Stanislaus,3532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3063750.122,7983373.873,28691613.55,4492361.151,0,0,0,0,24081091.59,5504698.543,3608178.153,91213424.1,7750595.831,0,0,0,3870216.311,0,0,3176955.922,13744335.44,1950117.721,5010866.632,0,9567037.015,3788898.382,0,0,0,0,12015970.71,0,3128805.773,2055049.132,621781.2897,4052963.359,0,8057056.785,0,1469792.252,0,0,8529608.688,1693908.723,1941920.622,13682704.5,2961824.486,274959.3116,605223.2089,7576029.283,0,3816667.064,857962.0927,181308269.4,8086161.918,2429133.602,199790863.4,135869180.2,4437289.426,5299311.503,3320828.831,6824171.989,0,0,0,0,661493.858,866780.0897,0,0,0,0
6077,San Joaquin,3181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23380068.88,6140324.546,15034266.56,1855772.505,0,0,0,11195019.98,0,0,2618472.341,0,0,0,0,0,9249219.204,0,0,14337413.3,1032734.145,0,0,1460067.448,10745085.58,0,0,0,568811.1564,5362771.728,8456175.523,290751.4158,2766053.289,48631461.58,0,1067345.748,0,0,5532568.905,0,0,3083937.206,0,10237272.51,2882330.342,2573758.277,1865425.172,0,0,1885211.778,1047236.659,1382567.516,6128937.073,5085605.983,16016151.42,17220609.33,564048.5765,0,79147115.73,0,2372666.424,249983.4134,1286503.247,0,955018.2059,0,1068932.6,0,0,0,0
53077,Yakima,2989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47059,Greene,2952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41005,Clackamas,2842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
